id;name;description;store;price;affiliate_url;affiliate_url_2;image_url;created_at;updated_at
28;SonicGear Airphone 7 Bluetooth Headphones With Microphone;Headphone nirkabel berkualitas tinggi untuk mendengarkan musik saat berolahraga;Shopee;189000;https://shope.ee/7zg9GxrM9q;"";https://down-aka-id.img.susercontent.com/70fc95f07865a53994e9a20ccec0de50;2023-03-30 16:11:20;2023-03-30 16:11:20
29;Fashion Food Brand Camera Protect iPhone;Casing ponsel yang lucu dengan desain foodie;Shopee;29909;https://shope.ee/5UyoITcFn7;"";https://down-aka-id.img.susercontent.com/f83d7d367b5220a4be94e1a931fcf90b;2023-03-30 16:13:03;2023-03-30 16:13:03
30;SPEEDS Alat Masak Camping 2in1 Nesting Panci;Kit memasak camping untuk membuat makanan lezat saat camping;Tokopedia;66500;https://tokopedia.link/adO068WRAyb;"";https://images.tokopedia.net/img/cache/500-square/hDjmkQ/2023/2/1/50c3dda1-3447-44c6-aa18-6e2c551212b1.jpg.webp?ect=4g;2023-03-30 16:15:38;2023-03-30 16:15:38
31;Oxone Set Pisau / Knife Set Black Marble 6 Pcs;"Satu set pisau berkualitas tinggi akan sempurna untuk seseorang yang suka memasak dan menonton video memasak. 

Satu set pisau yang baik dapat membuat perbedaan besar dalam kualitas masakan Anda.";Shopee;167100;https://shope.ee/4ATaIKPNaw;"";https://down-aka-id.img.susercontent.com/decc48fdfecae03acb23679b636f27ab;2023-04-05 16:26:15;2023-04-05 16:26:15
32;Celemek plastik motif karakter;"Celemek bisa menjadi hadiah yang bagus untuk seseorang yang suka memasak dan membuat konten.
";Shopee;3148;https://shope.ee/AK4DdrNnY9;"";https://down-aka-id.img.susercontent.com/id-11134201-23020-proudsbm6tnv39.webp;2023-04-05 16:29:07;2023-04-05 16:29:07
33;Rearth Paracord Colorful Lanyard ;"Bagi seseorang yang menghabiskan hari kerja mereka membuat konten, lanyard kamera berwarna-warni bisa menjadi hadiah yang menyenangkan dan praktis. 
";Shopee;49500;https://shope.ee/7A7BsFH3jj;"";https://down-aka-id.img.susercontent.com/45a76a9fd219edc36045226802bd9ce3;2023-04-05 16:33:38;2023-04-05 16:33:38
34;Tote bag Art Printing Planet Full Colo;"Tote bag bisa menjadi hadiah yang menyenangkan dan fungsional bagi seseorang dengan selera fashion yang penuh warna.

Tas ini dapat digunakan untuk membawa segala sesuatu.";Shopee;8999;https://shope.ee/7A7BsQCkld;"";https://down-aka-id.img.susercontent.com/77bdb8f40b78febc06cdc1cf39df3e47;2023-04-05 16:35:21;2023-04-05 16:35:21
35;Inone Smartband Bluetooth Fitness Tracker;"Fitness tracker adalah hadiah yang sempurna untuk seseorang yang suka berolahraga. 

Melacak kemajuan mereka, menetapkan tujuan, dan membantu mereka tetap termotivasi.";Shopee;89900;https://shope.ee/7zgIsUnFmC;"";https://down-aka-id.img.susercontent.com/sg-11134201-23010-wompcgmjbpmv88.webp;2023-04-05 16:42:33;2023-04-05 16:42:33
36;Elli Jewelry Perhiasan Wanita Perak Asli - Silver Cincin Glamorous Crystals;"Untuk seseorang dengan selera mode glamor, perhiasan bisa menjadi hadiah yang sempurna. 
";Shopee;329000;https://shope.ee/9eoWrgqX4d;"";https://down-aka-id.img.susercontent.com/eec44eb24a05ab7502793953787a5655;2023-04-05 16:44:31;2023-04-05 16:44:31
37;Elli Jewelry Perhiasan Wanita Perak Asli - Silver Anting Glamorous Crystals Gold Plated;"Untuk seseorang dengan selera mode glamor, perhiasan bisa menjadi hadiah yang sempurna. ";Shopee;1119000;https://shope.ee/89zj4zUMlg;"";https://down-aka-id.img.susercontent.com/84f60534df7adea7b5d18039e4c0a2bf;2023-04-05 16:45:26;2023-04-05 16:45:26
38;"Tas Travel Bag / Tas Gym / Tas Pulkam / Tas Backpacker, Duffel Bag";"Tas olahraga adalah hadiah yang bijaksana dan praktis untuk seseorang yang suka berolahraga. 
";Shopee;90000;https://shope.ee/AUNdrRYuC1;"";https://down-aka-id.img.susercontent.com/38e95f6a7eba0edaaaad97c6e4399eb1;2023-04-05 16:51:12;2023-04-05 16:51:12
39;Tas Serut Anti Air Terlengkap - Tas Ransel Olahraga;Tas olahraga yang dipersonalisasi adalah hadiah yang bijaksana dan praktis untuk seseorang yang suka berolahraga. ;Shopee;10000;https://shope.ee/qD8M0Wpxh;"";https://down-aka-id.img.susercontent.com/05cf1b9f2a48bf8189a70137721a02a9;2023-04-05 16:52:29;2023-04-05 16:52:29
40;"Yoga Mat, Tas Sarung dan Strap";Yoga mat adalah hadiah yang bijaksana dan praktis untuk seseorang yang suka berolahraga.;Shopee;8000;https://shope.ee/6KY4u9ocUa;"";https://down-aka-id.img.susercontent.com/81555cf01e678d8567cc426c5933a9b3;2023-04-05 16:54:03;2023-04-05 16:54:03
41;Baju Handuk Kimono Mandi Karakter Daster Tidur Wanita;"Setelah berolahraga, tidak ada yang lebih baik daripada mengenakan jubah mandi yang nyaman. 

Pertimbangkan pilihan mewah dan lembut untuk hadiah yang benar-benar memanjakan.
";Shopee;13949;https://shope.ee/1L9Ox505ES;"";https://down-aka-id.img.susercontent.com/75e5ba202ec260d42701c363833d78b7;2023-04-05 16:56:30;2023-04-05 16:56:30
42;Amazon Echo Dot 3rd Gen Alexa Voice Control Smart Speaker;"Speaker pintar dengan kontrol suara yang dapat memutar musik, mengatur alarm, menjawab pertanyaan, dan mengontrol perangkat smart home yang kompatibel. 
";Shopee;540000;https://shope.ee/6UrctIUJ9s;"";https://down-ws-id.img.susercontent.com/9469d866a690915cbd43e778af3c605c;2023-04-10 14:04:40;2023-04-10 14:04:40
43;BARDI Smart LIGHT BULB RGBWW 12W Wifi Wireless IoT - (Lampu Tidur Kekinian);"Lampu pintar yang dapat dikontrol oleh aplikasi smartphone atau asisten suara seperti Alexa atau Google Assistant. 

Lampu ini dapat berubah warna dan kecerahan, dan sangat cocok untuk seseorang yang suka mendekorasi rumah mereka";Shopee;126000;https://shope.ee/9KBoGbYhGs;"";https://down-ws-id.img.susercontent.com/sg-11134201-23010-hkz9ov44dxmvbe.webp;2023-04-10 14:09:22;2023-04-10 14:09:22
44;Wooden Book Stand Cookbook Stand Holder Penyangga Buku Laptop Tablet Kanvas Lukis Gambar Kayu;"Stand Buku cocok untuk orang yang gemar dirumah, dan membaca buku";Shopee;118750;https://shope.ee/8zYxsM0HE0;"";https://down-ws-id.img.susercontent.com/sg-11134201-23010-8832hf9sprmvcf.webp;2023-04-10 14:11:19;2023-04-10 14:11:19
45;LATERIE Gelas Keramik Mug 200/350Ml Motif Bunga Sakura 4 Warna;Ini sangat cocok untuk seseorang yang suka minum kopi atau teh di rumah dan ingin menambahkan sentuhan pribadi pada rutinitas pagi mereka.;Shopee;15000;https://shope.ee/3Kub835PUG;"";https://down-ws-id.img.susercontent.com/b253c9ef21d7f29b95dae8efbb8289d1;2023-04-10 14:13:26;2023-04-10 14:13:26
46;HAPPYFIT - Resistance Loop Bands / Loop Band / Karet Gym & Fitness;"Satu set band resistensi yang dapat digunakan untuk berbagai latihan, termasuk latihan kekuatan dan yoga. 

Ini sangat cocok untuk seseorang yang suka menonton video latihan di media sosial dan ingin mencoba latihan baru di rumah atau bersama teman.";Shopee;22000;https://shope.ee/6fB36k5KAK;"";https://down-ws-id.img.susercontent.com/0980215f1acba197921da81f783f1c65;2023-04-10 14:21:14;2023-04-10 14:21:14
47;Acome Speaker Bluetooth 5.0 Portable Ultra Bass;"Speaker Bluetooth portabel yang dapat dibawa ke mana saja, dari taman ke rumah teman. 

Ini sangat cocok untuk seseorang yang suka bergaul dengan teman-teman di akhir pekan dan ingin membawa musik favorit mereka.";Shopee;69900;https://shope.ee/4ATi8EysJY;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-08yl037t7xjv19.webp;2023-04-10 14:23:34;2023-04-10 14:23:34
48;Buku Belajar Resep Masak Masakan Makan Makanan Let`s Go Kitchen Best Seller;"Buku resep yang menampilkan ide untuk mengadakan pesta makan malam dan pertemuan lainnya. 

Ini sangat cocok untuk seseorang yang suka bergaul dengan teman-teman dan ingin mengesankan mereka dengan makanan lezat.";Shopee;55800;https://shope.ee/10WgNn2zd3;"";https://down-ws-id.img.susercontent.com/aeb5ffd59ca5c5ae40471fa8995bb9e0;2023-04-10 14:43:04;2023-04-10 14:43:04
49;My Bottle Kotak Botol Minum Model Baru Persegi;"Botol air dengan pesan atau gambar lucu atau bermakna. 

Ini sangat cocok untuk seseorang yang ingin tetap terhidrasi saat berolahraga atau bergaul dengan teman-teman, dan ingin menambahkan sentuhan pribadi pada aksesori mereka.	";Shopee;4099;https://shope.ee/4ATi9n06dA;"";https://down-ws-id.img.susercontent.com/sg-11134201-22120-wgk99ps55klv77.webp;2023-04-10 14:44:39;2023-04-10 14:44:39
50;Premium Yoga Matt Tebel 8mm X 63cm X 173cm;"Yoga mat adalah hadiah yang bijaksana dan praktis untuk seseorang yang suka berolahraga. 

Membantu mereka mempraktikan gerakan2 yoga";Shopee;46900;https://shope.ee/10WgO58vAb;"";https://down-ws-id.img.susercontent.com/6a18929dd6dc725f08707575420248cf;2023-04-10 14:47:02;2023-04-10 14:47:02
51;Samsung Galaxy Watch4 Fresh (40mm);"Smartwatch yang stylish dan sporty yang melacak aktivitas harian, tidur, dan detak jantung, serta menyediakan latihan di layar dan kontrol musik";Tokopedia;2249000;https://tokopedia.link/8farrdaqWyb;"";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2022/1/19/228a0791-ba18-47dd-a964-8cd8f94f9dfa.png.webp?ect=4g;2023-04-12 15:54:07;2023-04-12 15:54:07
52;Baseus Encok WM01 True Wireless Bluetooth ;Earbud berkualitas tinggi dengan kualitas suara yang sangat baik dan nyaman untuk penggunaan aktif.;Shopee;189000;https://shope.ee/2pyNqB2Pea;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-j6528a041gkv4e.webp;2023-04-12 15:59:44;2023-04-12 15:59:44
53;JBL Go 2 Portable Bluetooth Speaker;Speaker tahan lama yang menghadirkan suara berkualitas tinggi dan dapat dibawa saat bepergian.;Shopee;384450;https://shope.ee/VaT4EBCR1;"";https://down-ws-id.img.susercontent.com/40a83134c52ce31b4bfcdc798238813b;2023-04-12 16:04:09;2023-04-12 16:04:09
54;Tas olahraga Nike Gym Sport fitness Travel Bag Multifungsi;Tas olahraga yang luas dan bergaya yang sempurna untuk membawa perlengkapan dan aksesori olahraga.;Shopee;159800;https://shope.ee/5Uz91ikcxk;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-u0yw5a7ar0jvd5.webp;2023-04-12 16:08:22;2023-04-12 16:08:22
55;Polarized Sports Sunglasses Men Women Driving Square Frame Eyewear Male Goggle UV400;Kacamata hitam ramping dan sporty yang menawarkan perlindungan UV penuh dan sempurna untuk aktivitas di luar ruangan.;Shopee;10382;https://shope.ee/10WjfmJwMz;"";https://down-ws-id.img.susercontent.com/112d337e0e308631ffbb0f2de914ddba;2023-04-12 16:13:17;2023-04-12 16:13:17
56;"Custom Pet Portrait/illustration Printed On Frame 8r (20x30)
";Potret pribadi hewan peliharaan kesayangannya yang dapat dipajang di rumahnya;Shopee;180000;https://shope.ee/10Wjgsjc1o;"";https://down-ws-id.img.susercontent.com/d522820befc3ae65f5aab93baf0661a5;2023-04-12 16:30:40;2023-04-12 16:30:40
57;Cozy Home Slippers Sandal Garis Comfy Modis Empuk Sandal Rumahan;Sandal hangat dan nyaman yang sempurna untuk bersantai di sekitar rumah.;Shopee;26600;https://shope.ee/1Aq9tXI9GS;"";https://down-aka-id.img.susercontent.com/0f0a39d1fa87f66273f0c143110bf2b1;2023-04-12 16:34:13;2023-04-12 16:34:13
58;TEADUR - 7 kg Premium Weighted Blanket Set;Selimut berat yang nyaman dan nyaman yang dapat membantu mengurangi stres dan meningkatkan relaksasi;Shopee;799000;https://shope.ee/1Aq9tivq7h;"";https://down-aka-id.img.susercontent.com/d5c1fea97e7095f0a14a1373730c7c91;2023-04-12 16:36:50;2023-04-12 16:36:50
59;"Amazon Kindle Paperwhite 11th Gen 6.8"" Inch 32GB 8GB E-Book Reader";"E-reader ringan dan portabel yang memungkinkannya membaca buku, majalah, dan koran dari kenyamanan rumahnya sendiri.";Shopee;295800;https://shope.ee/6pUWeFotuq;"";https://down-aka-id.img.susercontent.com/id-11134207-23010-m8w4ak36z9lv4c.webp;2023-04-12 16:38:30;2023-04-12 16:38:30
60;Amazon New Kindle 10th Gen Paperwhite 8GB eReader eBook Black;"E-reader ringan dan portabel yang memungkinkannya membaca buku, majalah, dan koran dari kenyamanan rumahnya sendiri.";Tokopedia;1699000;https://tokopedia.link/5zfYKCytWyb;"";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/30/18d4996c-2910-4dc1-8019-144f1c7942ef.jpg.webp?ect=4g;2023-04-12 16:42:19;2023-04-12 16:42:19
61;HAN RIVER Diffuser;"Diffuser yang melepaskan minyak esensial ke udara, menciptakan suasana yang menenangkan dan santai.";Shopee;99000;https://shope.ee/2L27IQPvJj;"";https://down-aka-id.img.susercontent.com/sg-11134201-22110-p4kfyw8ascjva6.webp;2023-04-12 16:44:44;2023-04-12 16:44:44
62;[Pre-Order] The Originote Ceramella Sunscreen SPF50 PA+++ Serum Sunscreen untuk Skin Barrier Protect Melindungi dari Sinar Matahari with Ceramide Vitamin C【BPOM】;Sunscreen dapat bermanfaat untuk mereka yang suka beraktifitas di luar ruangan;Shopee;40000;https://shope.ee/6fB7xdar4O;"";https://down-ws-id.img.susercontent.com/id-11134207-7qul9-lf10pzmfjq130d.webp;2023-04-13 15:21:59;2023-04-13 15:21:59
63;Madame Gie Madame Protect Me Sunscreen SPF 30 PA +++ With Calendula - Skincare Sunblock;Sunscreen sangat bermanfaat bagi mereka yang beraktifitas diluar ruangan;Shopee;25000;https://shope.ee/4KnDBTPJt2;"";https://down-ws-id.img.susercontent.com/bcd80980022ffccf593f4b30a7f5ab16;2023-04-13 15:24:23;2023-04-13 15:24:23
64;SKINTIFIC All Day Light Sunscreen Mist SPF50 PA++++ Sunscreen Spray Anti UV Wajah/Body Spray 50ml;Sunscreen sangat bermanfaat bagi mereka yang beraktifitas diluar ruangan;Shopee;79000;https://shope.ee/AK4QKYnavA;"";https://down-ws-id.img.susercontent.com/27590ac5849b460255b6a96ab51d25d8;2023-04-13 15:25:04;2023-04-13 15:25:04
65;[GEL] Azarine Hydrasoothe Sunscreen Gel SPF45 PA++++ 50ml;Sunscreen sangat berguna bagi mereka yang beraktifitas diluar ruangan;Shopee;58500;https://shope.ee/1fmS0haZST;"";https://down-ws-id.img.susercontent.com/sg-11134201-22120-vviskqqg6rkv1c.webp;2023-04-13 15:26:16;2023-04-13 15:26:16
66;Notebook Ring Motif / Buku A7 Catatan Ring / Buku Tulis Ring;"Penerima hadiah dapat menggunakan buku catatan ini untuk menuliskan pemikiran, ide, dan tujuan mereka. 

";Shopee;4150;https://shope.ee/5UzAaZwEG9;"";https://down-ws-id.img.susercontent.com/sg-11134201-22110-qivc9d926cjv50.webp;2023-04-13 15:44:14;2023-04-13 15:44:14
67;Note book A5 Vintage Aesthetic / Sketchbook / Transparant / Notebook Cover Hitam/ Cover Kraft (50 lembar/ 100 Halaman);"Penerima hadiah dapat menggunakan buku catatan ini untuk menuliskan pemikiran, ide, dan tujuan mereka. ";Shopee;9199;https://shope.ee/6KYHacy4Zy;"";https://down-ws-id.img.susercontent.com/bfd8d4927865a8b00231b174e97c8fe4;2023-04-13 15:46:05;2023-04-13 15:46:05
68;Bozlun Smartwatch Bluetooth Smartband Fitness Tracker;"Smart Watch dapat membantu penerima hadiah memantau tingkat aktivitas harian mereka, melacak latihan mereka, dan tetap termotivasi untuk mencapai tujuan kebugaran mereka. 

Ini adalah aksesori praktis dan bergaya untuk seseorang dengan selera mode sporty.";S;279000;https://shope.ee/4pjTpI7cwK;"";https://down-ws-id.img.susercontent.com/id-11134201-23030-ez01kaiq3nov1d.webp;2023-04-13 16:08:55;2023-04-13 16:08:55
69;"HONOR Band 6 | Smart band Original 1.47"" AMOLED screen SpO2 Blood Oxygen Heart rate monitor Fitness Tracker";"Smart Watch dapat membantu penerima hadiah memantau tingkat aktivitas harian mereka, melacak latihan mereka, dan tetap termotivasi untuk mencapai tujuan kebugaran mereka. Ini adalah aksesori praktis dan bergaya untuk seseorang dengan selera mode sporty.";Shopee;399000;https://shope.ee/3AbFqUGJAi;"";https://down-ws-id.img.susercontent.com/id-11134207-7qukx-lff8po3wec1654.webp;2023-04-13 16:10:25;2023-04-13 16:10:25
70;HEYLOOK Official - Tas River Pria Tas Laptop Punggung Backpack Wanita Kuliah;Tas ransel adalah hadiah praktis untuk seseorang yang bepergian ke kantor atau suka membawa laptop saat bepergian. ;Shopee;119000;https://shope.ee/ftustZqCr;"";https://down-aka-id.img.susercontent.com/id-11134201-23030-lfzddhi55fov68.webp;2023-04-13 16:26:32;2023-04-13 16:26:32
71;Freeknight Tas Ransel Backpack Fashion Tas Punggung Sport Unisex Tas Laptop USB Charge;Tas ransel adalah hadiah praktis untuk seseorang yang bepergian ke kantor atau suka membawa laptop saat bepergian. Carilah desain stylish dan sporty yang sesuai dengan selera penerima hadiah.;Shopee;159000;https://shope.ee/10WlHgufFx;"";https://down-aka-id.img.susercontent.com/536540311478f7e424051da588b3f713;2023-04-13 16:29:08;2023-04-13 16:29:08
